ICLN; SUP; SUP_NUM; MAN; MAN_NUM; PRICE; CUR; MOQ
FB_600R_0A25_0201_A01; TME; BLM03AX601SN1D; MURATA; BLM03AX601SN1D; 0,07; PLN; 100
FB_240R_0A35_0201_A01; TME; BLM03AX241SN1D; MURATA; BLM03AX241SN1D; 0,085; PLN; 100
CR_120p_50V_C0G_0402_A01; TME; CL05C121JB5NNNC; SAMSUNG; CL05C121JB5NNNC; 0,05; PLN; 100
CR_120p_50V_C0G_0201_A01; TME; GRM0335C1H121FA01D; MURATA; GRM0335C1H121FA01D; 0,2; PLN; 100
CR_2u2_10V_X5R_0402_A01; TME; 0402X225M100CT; WALSIN; 0402X225M100CT; 0,08; PLN; 100
CR_2u2_10V_X5R_0402_A01; TME; CL05A225KP5NSNC; SAMSUNG; CL05A225KP5NSNC; 0,1; PLN; 100
LP_2u2H_0A35_0402_A001; MOUSER; 810-MLZ1005M2R2WT000; TDK; MLZ1005M2R2WT000; 1,1; PLN; 1
CR_4u7_10V_X5R_0402_A01; TME; CL05A475MP5NRNC; SAMSUNG; CL05A475MP5NRNC; 0,13; PLN; 100
CR_4u7_10V_X5R_0402_A01; TME; GRM155R61A475MEAAD; MURATA; GRM155R61A475MEAAD; 0,2; PLN; 100
R_10M_1%_0201_A01; TME; 0201WMF1005TEE; ROYAL_OHM; 0201WMF1005TEE; 0,07; PLN; 100
R_100k_1%_0201_A01; TME; 0201WMF1003TEE; ROYAL_OHM; 0201WMF1003TEE; 0,05; PLN; 100
CR_47p_50V_C0G_0201_A01; TME; GRM0335C1H470GA01D; MURATA; GRM0335C1H470GA01D; 0,026; PLN; 100
CR_47p_50V_C0G_0201_A01; TME; GRM0335C1H470JA01D; MURATA; GRM0335C1H470JA01D; 0,026; PLN; 100
R_1M_1%_0402_A001; TME; RC0201FR-071ML; YAGEO; RC0201FR-071ML; 0,04; PLN; 100
CR_1n5_50V_X7R_0201_A01; TME; GRM033R71H152KA12D; MURATA; GRM033R71H152KA12D; 0,027; PLN; 100
CR_4n7_25V_X7R_0201_A01; TME; GRM033R71E472KE14D; MURATA; GRM033R71E472KE14D; 0,027; PLN; 100
CR_10u_6V3_X5R_0402_A01; TME; CC0402MRX5R5BB106; YAGEO; CC0402MRX5R5BB106; 0,2; PLN; 100
CR_1u_6V3_X5R_0201_A01; TME; CL03A105MQ3CSNC; SAMSUNG; CL03A105MQ3CSNC; 0,05; PLN; 100
CR_1u_6V3_X5R_0201_A01; TME; GRM033R60J105MEA2D; MURATA; GRM033R60J105MEA2D; 0,07; PLN; 100
R_4k7_1%_0201_A001; TME; 0201WMF4701TEE; ROYAL_OHM; 0201WMF4701TEE; 0,064; PLN; 100
R_10k_1%_0201_A001; TME; RC0201FR-0710KL; YAGEO; RC0201FR-0710KL; 0,04; PLN; 100
R_10k_1%_0201_A001; TME; 0201WMF1002TEE; ROYAL_OHM; 0201WMF1002TEE; 0,045; PLN; 100
R_30k_1%_0201_A001; TME; 
R_33k_1%_0201_A001; TME; 0201WMF3302TEE; ROYAL_OHM; 0201WMF3302TEE; 0,045; PLN; 100
R_2k_1%_0201_A01; MOUSER; 603-AC0201FR-072KL; YAGEO; AC0201FR-072KL; 0,43; PLN; 1
IC_MAX40023_BGA6_A01; MOUSER; 700-MAX40023ANT+T; MAXIM; MAX40023ANT+T; 6,8; PLN; 1
ANT_2G4_SMD_2450AT18D0100_A01; MOUSER; 609-2450AT18D0100E; JOHANSON; 2,9; PLN; 1
CR_1p2_25V_C0G_0201_A01; TME; GRM0335C1E1R2CA01D; MURATA; GRM0335C1E1R2CA01D; 0,02; PLN; 100
CR_1p2_25V_C0G_0201_A01; TME; GRM0335C1E1R2BA01D; MURATA; GRM0335C1E1R2BA01D; 0,02; PLN; 100
CR_1p2_25V_C0G_0201_A01; TME; GRM0335C1H1R2BA01D; MURATA; GRM0335C1H1R2BA01D; 0,02; PLN; 100
CR_1p3_25V_C0G_0201_A01; TME; GRM0335C1H1R3BA01D; MURATA; GRM0335C1H1R3BA01D; 0,028; PLN; 100
CR_1p5_25V_C0G_0201_A01; TME; GRM0335C1E1R5BA01D; MURATA; GRM0335C1E1R5BA01D; 0,028; PLN; 100
CR_1p5_25V_C0G_0201_A01; TME; GRM0335C1H1R5BA01D; MURATA; GRM0335C1H1R5BA01D; 0,028; PLN; 100
CR_18p_25V_C0G_0201_A01; TME; GRM0335C1E180GA01D; MURATA; GRM0335C1E180GA01D; 0,029; PLN; 100
CR_18p_25V_C0G_0201_A01; TME; GRM0335C1E180JA01D; MURATA; GRM0335C1E180JA01D; 0,022; PLN; 100
CR_18p_25V_C0G_0201_A01; TME; GRM0335C1H180GA01D; MURATA; GRM0335C1H180GA01D; 0,032; PLN; 100
LRF_2n6_0201_A01; MOUSER; 810-MLG0603P2N6BT000; TDK; MLG0603P2N6BT000; 0,44; PLN; 1
LRF_2n6_0201_A01; MOUSER; 810-MHQ0603P2N6BT000; TDK; MHQ0603P2N6BT000; 0,6; PLN; 1
LRF_2n6_0201_A01; MOUSER; 81-LQP03TG2N6B02D; MURATA; LQP03TG2N6B02D; 0,43; PLN; 1
LRF_2n6_0201_A01; MOUSER; 81-LQP03HQ2N6B02D; MURATA; LQP03HQ2N6B02D; 0,77; PLN; 1
LRF_1n5_0201_A01; MOUSER; 710-7447820015G; WURTH; 7447820015G; 0,43; PLN; 1
LRF_1n5_0201_A01; MOUSER; 81-LQP03TN1N5B02D; MURATA; LQP03TN1N5B02D; 0,43; PLN; 1
LRF_1n5_0201_A01; MOUSER; 81-LQP03TN1N5BZ2D; MURATA; LQP03TN1N5BZ2D; 0,43; PLN; 1
LRF_1n5_0201_A01; MOUSER; 81-LQP03TN1N5C02D; MURATA; LQP03TN1N5C02D; 0,43; PLN; 1
DS_BAT54_SOD523_A001; TME; BAT54WX-TP; MICRO; BAT54WX-TP; 0,15; PLN; 25
DS_BAT54_SOD523_A001; TME; BAT54XV2T1G; ONSEMI; BAT54XV2T1G; 0,22; PLN; 20
IC_BQ27427_BGA_A01; MOUSER; 595-BQ27427YZFR; TI; BQ27427YZFR; 11; PLN; 1
IC_WS2812B_4020_A02; LCSC; C3647024; XINGLIGHT; XL-4020RGBC-WS2812B; 0,12; USD; 5
IC_WS2812B_4020_A02; LCSC; C5446701; Worldsemi; WS2812E-4020; 0,08; USD; 5
SW_KMS2xxGP_TACT_SIDE_SMD_A01; TME; KMS221GPLFS; C&K; KMS221GPLFS; 1,8; PLN; 2
IC_74HCS596_TSSOP16_A002; 
IC_74HC4067_TSSOP24_A001; MOUS; 771-74HC4067PW-T; NXP; 74HC4067PW,118; 5,30; PLN; 1
DSUB_37_F_ST_THT_A001; MOUS; 649-LD37S24A4GV00LF; AMPHENOL; LD37S24A4GV00LF; 10,46; PLN; 1
